"","campo","ano","local","estado","lat","long","residuo","incidencia","severidade","especie","quimiotipo","index"
"460",NA,2009,"Arapongas","PR",-23.41944444,-51.42444444,NA,NA,NA,"Fusarium graminearum","15-ADON",20
"461",NA,2009,"Arapongas","PR",-23.41944444,-51.42444444,NA,NA,NA,"Fusarium graminearum","15-ADON",21
"462",NA,2009,"Arapongas","PR",-23.41944444,-51.42444444,NA,NA,NA,"Fusarium graminearum","15-ADON",22
"463",NA,2009,"Arapongas","PR",-23.41944444,-51.42444444,NA,NA,NA,"Fusarium graminearum","15-ADON",23
"464",NA,2009,"Assis Chateaubriand","PR",-24.79888889,-53.30666667,NA,NA,NA,"Fmer","NIV",24
"465",NA,2009,"Assis Chateaubriand","PR",-24.79888889,-53.30666667,NA,NA,NA,"Fmer","NIV",25
"466",NA,2009,"Assis Chateaubriand","PR",-24.79888889,-53.30666667,NA,NA,NA,"Fmer","NIV",26
"467",NA,2009,"Assis Chateaubriand","PR",-24.79888889,-53.30666667,NA,NA,NA,"Fmer","NIV",27
"468",NA,2009,"Assis Chateaubriand","PR",-24.79888889,-53.30666667,NA,NA,NA,"Fmer","NIV",28
"469",NA,2009,"Bela Vista do Paraiso","PR",-24.09972222,-52.62333333,NA,NA,NA,"Fmer","NIV",33
"470",NA,2009,"Cambe","PR",-23.27583333,-51.27833333,NA,NA,NA,"Fusarium graminearum","15-ADON",41
"471",NA,2009,"Cambe","PR",-23.27583333,-51.27833333,NA,NA,NA,"Fusarium graminearum","15-ADON",42
"472",NA,2009,"Cambe","PR",-23.27583333,-51.27833333,NA,NA,NA,"Fusarium graminearum","15-ADON",43
"473",NA,2009,"Cambe","PR",-23.27583333,-51.27833333,NA,NA,NA,"Fusarium graminearum","15-ADON",44
"474",NA,2009,"Campo Mourao","PR",-24.04555556,-52.38305556,NA,NA,NA,"Fusarium graminearum","15-ADON",45
"475",NA,2009,"Campo Mourao","PR",-24.04555556,-52.38305556,NA,NA,NA,"Fusarium graminearum","15-ADON",46
"476",NA,2009,"Campo Mourao","PR",-24.04555556,-52.38305556,NA,NA,NA,"Fusarium graminearum","15-ADON",47
"477",NA,2009,"Campo Mourao","PR",-24.04555556,-52.38305556,NA,NA,NA,"Fusarium graminearum","15-ADON",48
"478",NA,2009,"Campo Mourao","PR",-24.04555556,-52.38305556,NA,NA,NA,"Fusarium graminearum","15-ADON",49
"479",NA,2009,"Campo Mourao","PR",-24.04555556,-52.38305556,NA,NA,NA,"Fusarium graminearum","15-ADON",50
"480",NA,2009,"Campo Mourao","PR",-24.04555556,-52.38305556,NA,NA,NA,"Fusarium graminearum","15-ADON",51
"481",NA,2009,"Campo Mourao","PR",-24.04555556,-52.38305556,NA,NA,NA,"Fusarium graminearum","15-ADON",52
"482",NA,2009,"Campo Mourao","PR",-24.04555556,-52.38305556,NA,NA,NA,"Fusarium graminearum","15-ADON",53
"483",NA,2009,"Campo Mourao","PR",-24.04555556,-52.38305556,NA,NA,NA,"Fusarium graminearum","15-ADON",54
"484",NA,2009,"Campo Mourao","PR",-24.04555556,-52.38305556,NA,NA,NA,"Fusarium graminearum","15-ADON",55
"485",NA,2009,"Cascavel","PR",-24.95583333,-53.45527778,NA,NA,NA,"Fusarium graminearum","15-ADON",126
"486",NA,2009,"Cascavel","PR",-24.95583333,-53.45527778,NA,NA,NA,"Fusarium graminearum","15-ADON",127
"487",NA,2009,"Cascavel","PR",-24.95583333,-53.45527778,NA,NA,NA,"Fusarium graminearum","15-ADON",128
"488",NA,2009,"Cascavel","PR",-24.95583333,-53.45527778,NA,NA,NA,"Fusarium graminearum","15-ADON",129
"489",NA,2009,"Cascavel","PR",-24.95583333,-53.45527778,NA,NA,NA,"Fusarium graminearum","15-ADON",130
"490",NA,2009,"Corbelia","PR",-24.29277778,-53.3125,NA,NA,NA,"Fmer","NIV",154
"491",NA,2009,"Corbelia","PR",-24.29277778,-53.3125,NA,NA,NA,"Fmer","NIV",155
"492",NA,2009,"Cornelio Procopio","PR",-23.18111111,-50.64666667,NA,NA,NA,"Fusarium graminearum","15-ADON",156
"493",NA,2009,"Cornelio Procopio","PR",-23.18111111,-50.64666667,NA,NA,NA,"Fusarium graminearum","15-ADON",157
"494",NA,2009,"Cornelio Procopio","PR",-23.18111111,-50.64666667,NA,NA,NA,"Fusarium graminearum","15-ADON",158
"495",NA,2009,"Cornelio Procopio","PR",-23.18111111,-50.64666667,NA,NA,NA,"Fusarium graminearum","15-ADON",159
"496",NA,2009,"Cornelio Procopio","PR",-23.18111111,-50.64666667,NA,NA,NA,"Fusarium graminearum","15-ADON",160
"497",NA,2009,"Farol","PR",-24.09972222,-52.62333333,NA,NA,NA,"Fusarium graminearum","15-ADON",232
"498",NA,2009,"Farol","PR",-24.09972222,-52.62333333,NA,NA,NA,"Fmer","NIV",233
"499",NA,2009,"Formosa do Oeste","PR",-24.29277778,-53.3125,NA,NA,NA,"Fusarium graminearum","15-ADON",234
"500",NA,2009,"Formosa do Oeste","PR",-24.29277778,-53.3125,NA,NA,NA,"Fusarium graminearum","15-ADON",235
"501",NA,2009,"Formosa do Oeste","PR",-24.29277778,-53.3125,NA,NA,NA,"Fusarium graminearum","15-ADON",236
"502",NA,2009,"Formosa do Oeste","PR",-24.29277778,-53.3125,NA,NA,NA,"Fmer","NIV",237
"503",NA,2009,"Janiopolis","PR",-24.14194444,-52.78166667,NA,NA,NA,"Fusarium graminearum","15-ADON",272
"504",NA,2009,"Janiopolis","PR",-24.14194444,-52.78166667,NA,NA,NA,"Fusarium graminearum","15-ADON",273
"505",NA,2009,"Janiopolis","PR",-24.14194444,-52.78166667,NA,NA,NA,"Fusarium graminearum","15-ADON",274
"506",NA,2009,"Jataizinho","PR",-23.25416667,-50.98,NA,NA,NA,"Fusarium graminearum","15-ADON",275
"507",NA,2009,"Jataizinho","PR",-23.25416667,-50.98,NA,NA,NA,"Fusarium graminearum","15-ADON",276
"508",NA,2009,"Jataizinho","PR",-23.25416667,-50.98,NA,NA,NA,"Fusarium graminearum","15-ADON",277
"509",NA,2009,"Jataizinho","PR",-23.25416667,-50.98,NA,NA,NA,"Fusarium graminearum","15-ADON",278
"510",NA,2009,"Jataizinho","PR",-23.25416667,-50.98,NA,NA,NA,"Fusarium graminearum","15-ADON",279
"511",NA,2009,"Jesuitas","PR",-24.385,-53.3875,NA,NA,NA,"Fusarium graminearum","15-ADON",280
"512",NA,2009,"Jesuitas","PR",-24.385,-53.3875,NA,NA,NA,"Fusarium graminearum","15-ADON",281
"513",NA,2009,"Jesuitas","PR",-24.385,-53.3875,NA,NA,NA,"Fusarium graminearum","15-ADON",282
"514",NA,2009,"Jesuitas","PR",-24.385,-53.3875,NA,NA,NA,"Fusarium graminearum","15-ADON",283
"515",NA,2009,"Jesuitas","PR",-24.385,-53.3875,NA,NA,NA,"Fusarium graminearum","15-ADON",284
"516",NA,2009,"Juranda","PR",-24.42027778,-52.84305556,NA,NA,NA,"Fusarium graminearum","15-ADON",285
"517",NA,2009,"Juranda","PR",-24.42027778,-52.84305556,NA,NA,NA,"Fusarium graminearum","15-ADON",286
"518",NA,2009,"Juranda","PR",-24.42027778,-52.84305556,NA,NA,NA,"Fmer","NIV",287
"519",NA,2009,"Juranda","PR",-24.42027778,-52.84305556,NA,NA,NA,"Fmer","NIV",288
"520",NA,2009,"Juranda","PR",-24.42027778,-52.84305556,NA,NA,NA,"Fmer","NIV",289
"521",NA,2009,"Mambore","PR",-24.32194444,-52.53,NA,NA,NA,"Fusarium graminearum","15-ADON",323
"522",NA,2009,"Mambore","PR",-24.32194444,-52.53,NA,NA,NA,"Fusarium graminearum","15-ADON",324
"523",NA,2009,"Mambore","PR",-24.32194444,-52.53,NA,NA,NA,"Fusarium graminearum","15-ADON",325
"524",NA,2009,"Maringa","PR",-23.42527778,-51.93861111,NA,NA,NA,"Fusarium graminearum","15-ADON",349
"525",NA,2009,"Maringa","PR",-23.42527778,-51.93861111,NA,NA,NA,"Fusarium graminearum","15-ADON",350
"526",NA,2009,"Maringa","PR",-23.42527778,-51.93861111,NA,NA,NA,"Fusarium graminearum","15-ADON",351
"527",NA,2009,"Maringa","PR",-23.42527778,-51.93861111,NA,NA,NA,"Fusarium graminearum","15-ADON",352
"528",NA,2009,"Maringa","PR",-23.42527778,-51.93861111,NA,NA,NA,"Fusarium graminearum","15-ADON",353
"529",NA,2009,"Maringa","PR",-23.42527778,-51.93861111,NA,NA,NA,"Fusarium graminearum","15-ADON",354
"530",NA,2009,"Maringa","PR",-23.42527778,-51.93861111,NA,NA,NA,"Fusarium graminearum","15-ADON",355
"531",NA,2009,"Maringa","PR",-23.42527778,-51.93861111,NA,NA,NA,"Fusarium graminearum","15-ADON",356
"532",NA,2009,"Maringa","PR",-23.42527778,-51.93861111,NA,NA,NA,"Fusarium graminearum","15-ADON",357
"533",NA,2009,"Maringa","PR",-23.42527778,-51.93861111,NA,NA,NA,"Fusarium graminearum","15-ADON",358
"534",NA,2009,"Maringa","PR",-23.42527778,-51.93861111,NA,NA,NA,"Fusarium graminearum","15-ADON",359
"535",NA,2009,"Maringa","PR",-23.42527778,-51.93861111,NA,NA,NA,"Fusarium graminearum","15-ADON",360
"536",NA,2009,"Maringa","PR",-23.42527778,-51.93861111,NA,NA,NA,"Fusarium graminearum","15-ADON",361
"537",NA,2009,"Maringa","PR",-23.42527778,-51.93861111,NA,NA,NA,"Fusarium graminearum","15-ADON",362
"538",NA,2009,"Maringa","PR",-23.42527778,-51.93861111,NA,NA,NA,"Fusarium graminearum","15-ADON",363
"539",NA,2009,"Maringa","PR",-23.42527778,-51.93861111,NA,NA,NA,"Fusarium graminearum","15-ADON",364
"540",NA,2009,"Maringa","PR",-23.42527778,-51.93861111,NA,NA,NA,"Fusarium graminearum","15-ADON",365
"541",NA,2009,"Maringa","PR",-23.42527778,-51.93861111,NA,NA,NA,"Fmer","NIV",366
"542",NA,2009,"Maringa","PR",-23.42527778,-51.93861111,NA,NA,NA,"Fmer","NIV",367
"543",NA,2009,"Maringa","PR",-23.42527778,-51.93861111,NA,NA,NA,"Fmer","NIV",368
"544",NA,2009,"Maringa","PR",-23.42527778,-51.93861111,NA,NA,NA,"Fmer","NIV",369
"545",NA,2009,"Pato Branco","PR",-26.22861111,-52.67055556,NA,NA,NA,"Fusarium graminearum","15-ADON",452
"546",NA,2009,"Pato Branco","PR",-26.22861111,-52.67055556,NA,NA,NA,"Fusarium graminearum","15-ADON",453
"547",NA,2009,"Pato Branco","PR",-26.22861111,-52.67055556,NA,NA,NA,"Fusarium graminearum","15-ADON",454
"548",NA,2009,"Pato Branco","PR",-26.22861111,-52.67055556,NA,NA,NA,"Fusarium graminearum","15-ADON",455
"549",NA,2009,"Pato Branco","PR",-26.22861111,-52.67055556,NA,NA,NA,"Fusarium graminearum","15-ADON",456
"550",NA,2009,"Pato Branco","PR",-26.22861111,-52.67055556,NA,NA,NA,"Fusarium graminearum","15-ADON",457
"551",NA,2009,"Peabiru","PR",-23.91277778,-52.34305556,NA,NA,NA,"Fusarium graminearum","15-ADON",458
"552",NA,2009,"Peabiru","PR",-23.91277778,-52.34305556,NA,NA,NA,"Fusarium graminearum","15-ADON",459
"553",NA,2009,"Peabiru","PR",-23.91277778,-52.34305556,NA,NA,NA,"Fusarium graminearum","15-ADON",460
"554",NA,2009,"Peabiru","PR",-23.91277778,-52.34305556,NA,NA,NA,"Fusarium graminearum","15-ADON",461
"555",NA,2009,"Peabiru","PR",-23.91277778,-52.34305556,NA,NA,NA,"Fmer","NIV",462
"556",NA,2009,"Ponta Grossa","PR",-25.095,-50.16194444,NA,NA,NA,"Fusarium graminearum","15-ADON",467
"557",NA,2009,"Ponta Grossa","PR",-25.095,-50.16194444,NA,NA,NA,"Fusarium graminearum","15-ADON",468
"558",NA,2009,"Ponta Grossa","PR",-25.095,-50.16194444,NA,NA,NA,"Fusarium graminearum","15-ADON",469
"559",NA,2009,"Ponta Grossa","PR",-25.095,-50.16194444,NA,NA,NA,"Fusarium graminearum","15-ADON",470
"560",NA,2009,"Ponta Grossa","PR",-25.095,-50.16194444,NA,NA,NA,"Fusarium graminearum","15-ADON",471
"561",NA,2009,"Ponta Grossa","PR",-25.095,-50.16194444,NA,NA,NA,"Fusarium graminearum","15-ADON",472
"562",NA,2009,"Rol<U+008A>ndia","PR",-23.30972222,-51.36916667,NA,NA,NA,"Fusarium graminearum","15-ADON",473
"563",NA,2009,"Sertaneja","PR",-23.03694444,-50.83833333,NA,NA,NA,"Fusarium graminearum","15-ADON",556
"564",NA,2009,"Sertaneja","PR",-23.03694444,-50.83833333,NA,NA,NA,"Fusarium graminearum","15-ADON",557
"565",NA,2009,"Sertaneja","PR",-23.03694444,-50.83833333,NA,NA,NA,"Fmer","NIV",558
"566",NA,2009,"Sertanopolis","PR",-23.05861111,-51.03638889,NA,NA,NA,"Fusarium graminearum","15-ADON",559
"567",NA,2009,"Sertanopolis","PR",-23.05861111,-51.03638889,NA,NA,NA,"Fmer","NIV",560
"568",NA,2009,"Sertanopolis","PR",-23.05861111,-51.03638889,NA,NA,NA,"Fmer","NIV",561
"569",NA,2009,"Sertanopolis","PR",-23.05861111,-51.03638889,NA,NA,NA,"Fmer","NIV",562
"570",NA,2009,"Toledo","PR",-24.71361111,-53.74305556,NA,NA,NA,"Fmer","NIV",617
"571",NA,2009,"Toledo","PR",-24.71361111,-53.74305556,NA,NA,NA,"Fmer","NIV",618
"572",NA,2009,"Toledo","PR",-24.71361111,-53.74305556,NA,NA,NA,"Fmer","NIV",619
"573",NA,2009,"Toledo","PR",-24.71361111,-53.74305556,NA,NA,NA,"Fmer","NIV",620
"574",NA,2009,"Toledo","PR",-24.71361111,-53.74305556,NA,NA,NA,"Fmer","NIV",621
"575",NA,2009,"Tupassi","PR",-24.58777778,-53.595,NA,NA,NA,"Fusarium graminearum","15-ADON",622
"576",NA,2009,"Tupassi","PR",-24.58777778,-53.595,NA,NA,NA,"Fmer","NIV",623
"577",NA,2009,"Tupassi","PR",-24.58777778,-53.595,NA,NA,NA,"Fmer","NIV",624
"578",NA,2009,"Tupassi","PR",-24.58777778,-53.595,NA,NA,NA,"Fmer","NIV",625
"579",NA,2011,"Cantagalo","PR",-25.37444444,-52.12638889,NA,NA,NA,"Faus","NIV",56
"580",NA,2011,"Cantagalo","PR",-25.37444444,-52.12638889,NA,NA,NA,"Fusarium graminearum","15-ADON",57
"581",NA,2011,"Cantagalo","PR",-25.37444444,-52.12638889,NA,NA,NA,"Fusarium graminearum","15-ADON",58
"582",NA,2011,"Cantagalo","PR",-25.37444444,-52.12638889,NA,NA,NA,"Fusarium graminearum","15-ADON",59
"583",NA,2011,"Cantagalo","PR",-25.37444444,-52.12638889,NA,NA,NA,"Fusarium graminearum","15-ADON",60
"584",NA,2011,"Cantagalo","PR",-25.37444444,-52.12638889,NA,NA,NA,"Fusarium graminearum","15-ADON",61
"585",NA,2011,"Cantagalo","PR",-25.37444444,-52.12638889,NA,NA,NA,"Fusarium graminearum","15-ADON",62
"586",NA,2011,"Cantagalo","PR",-25.37444444,-52.12638889,NA,NA,NA,"Fusarium graminearum","15-ADON",63
"587",NA,2011,"Cantagalo","PR",-25.37444444,-52.12638889,NA,NA,NA,"Fusarium graminearum","15-ADON",64
"588",NA,2011,"Cantagalo","PR",-25.37444444,-52.12638889,NA,NA,NA,"Fusarium graminearum","15-ADON",65
"589",NA,2011,"Cantagalo","PR",-25.37444444,-52.12638889,NA,NA,NA,"Fusarium graminearum","15-ADON",66
"590",NA,2011,"Cantagalo","PR",-25.37444444,-52.12638889,NA,NA,NA,"Fusarium graminearum","15-ADON",67
"591",NA,2011,"Cantagalo","PR",-25.37444444,-52.12638889,NA,NA,NA,"Fusarium graminearum","15-ADON",68
"592",NA,2011,"Cantagalo","PR",-25.37444444,-52.12638889,NA,NA,NA,"Fusarium graminearum","15-ADON",69
"593",NA,2011,"Cantagalo","PR",-25.37444444,-52.12638889,NA,NA,NA,"Fusarium graminearum","15-ADON",70
"594",NA,2011,"Cantagalo","PR",-25.37444444,-52.12638889,NA,NA,NA,"Fusarium graminearum","15-ADON",71
"595",NA,2011,"Cantagalo","PR",-25.37444444,-52.12638889,NA,NA,NA,"Fusarium graminearum","15-ADON",72
"596",NA,2011,"Cantagalo","PR",-25.37444444,-52.12638889,NA,NA,NA,"Fusarium graminearum","15-ADON",73
"597",NA,2011,"Cantagalo","PR",-25.37444444,-52.12638889,NA,NA,NA,"Fusarium graminearum","15-ADON",74
"598",NA,2011,"Cantagalo","PR",-25.37444444,-52.12638889,NA,NA,NA,"Fusarium graminearum","15-ADON",75
"599",NA,2011,"Cantagalo","PR",-25.37444444,-52.12638889,NA,NA,NA,"Fusarium graminearum","15-ADON",76
"600",NA,2011,"Cantagalo","PR",-25.37444444,-52.12638889,NA,NA,NA,"Fusarium graminearum","15-ADON",77
"601",NA,2011,"Cantagalo","PR",-25.37444444,-52.12638889,NA,NA,NA,"Fmer","NIV",78
"602",NA,2011,"Cantagalo","PR",-25.37444444,-52.12638889,NA,NA,NA,"Fmer","NIV",79
"603",NA,2011,"Cantagalo","PR",-25.37444444,-52.12638889,NA,NA,NA,"Fmer","NIV",80
"604",NA,2011,"Cantagalo","PR",-25.37444444,-52.12638889,NA,NA,NA,"Fmer","NIV",81
"605",NA,2011,"Manoel Ribas","PR",-24.51638889,-51.66777778,NA,NA,NA,"Fusarium graminearum","15-ADON",326
"606",NA,2011,"Manoel Ribas","PR",-24.51638889,-51.66777778,NA,NA,NA,"Fusarium graminearum","15-ADON",327
"607",NA,2011,"Manoel Ribas","PR",-24.51638889,-51.66777778,NA,NA,NA,"Fusarium graminearum","15-ADON",328
"608",NA,2011,"Manoel Ribas","PR",-24.51638889,-51.66777778,NA,NA,NA,"Fusarium graminearum","15-ADON",329
"609",NA,2011,"Manoel Ribas","PR",-24.51638889,-51.66777778,NA,NA,NA,"Fusarium graminearum","15-ADON",330
"610",NA,2011,"Manoel Ribas","PR",-24.51638889,-51.66777778,NA,NA,NA,"Fusarium graminearum","15-ADON",331
"611",NA,2011,"Manoel Ribas","PR",-24.51638889,-51.66777778,NA,NA,NA,"Fusarium graminearum","15-ADON",332
"612",NA,2011,"Manoel Ribas","PR",-24.51638889,-51.66777778,NA,NA,NA,"Fusarium graminearum","15-ADON",333
"613",NA,2011,"Manoel Ribas","PR",-24.51638889,-51.66777778,NA,NA,NA,"Fusarium graminearum","15-ADON",334
"614",NA,2011,"Manoel Ribas","PR",-24.51638889,-51.66777778,NA,NA,NA,"Fusarium graminearum","15-ADON",335
"615",NA,2011,"Manoel Ribas","PR",-24.51638889,-51.66777778,NA,NA,NA,"Fusarium graminearum","15-ADON",336
"616",NA,2011,"Manoel Ribas","PR",-24.51638889,-51.66777778,NA,NA,NA,"Fmer","NIV",337
"617",NA,2011,"Manoel Ribas","PR",-24.51638889,-51.66777778,NA,NA,NA,"Fmer","NIV",338
"618",NA,2011,"Manoel Ribas","PR",-24.51638889,-51.66777778,NA,NA,NA,"Fmer","NIV",339
"619",NA,2011,"Manoel Ribas","PR",-24.51638889,-51.66777778,NA,NA,NA,"Fmer","NIV",340
"620",NA,2011,"Manoel Ribas","PR",-24.51638889,-51.66777778,NA,NA,NA,"Fmer","NIV",341
"621",NA,2011,"Manoel Ribas","PR",-24.51638889,-51.66777778,NA,NA,NA,"Fmer","NIV",342
"622",NA,2011,"Manoel Ribas","PR",-24.51638889,-51.66777778,NA,NA,NA,"Fmer","NIV",343
"623",NA,2011,"Manoel Ribas","PR",-24.51638889,-51.66777778,NA,NA,NA,"Fmer","NIV",344
"624",NA,2011,"Manoel Ribas","PR",-24.51638889,-51.66777778,NA,NA,NA,"Fmer","NIV",345
"625",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Faus","3-ADON",474
"626",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Faus","3-ADON",475
"627",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Faus","3-ADON",476
"628",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Faus","NIV",477
"629",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Fusarium graminearum","15-ADON",478
"630",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Fusarium graminearum","15-ADON",479
"631",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Fusarium graminearum","15-ADON",480
"632",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Fusarium graminearum","15-ADON",481
"633",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Fusarium graminearum","15-ADON",482
"634",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Fusarium graminearum","15-ADON",483
"635",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Fusarium graminearum","15-ADON",484
"636",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Fusarium graminearum","15-ADON",485
"637",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Fusarium graminearum","15-ADON",486
"638",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Fusarium graminearum","15-ADON",487
"639",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Fusarium graminearum","15-ADON",488
"640",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Fusarium graminearum","15-ADON",489
"641",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Fusarium graminearum","15-ADON",490
"642",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Fusarium graminearum","15-ADON",491
"643",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Fusarium graminearum","15-ADON",492
"644",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Fusarium graminearum","15-ADON",493
"645",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Fusarium graminearum","15-ADON",494
"646",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Fusarium graminearum","15-ADON",495
"647",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Fusarium graminearum","15-ADON",496
"648",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Fusarium graminearum","15-ADON",497
"649",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Fusarium graminearum","15-ADON",498
"650",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Fusarium graminearum","15-ADON",499
"651",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Fusarium graminearum","15-ADON",500
"652",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Fusarium graminearum","15-ADON",501
"653",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Fusarium graminearum","15-ADON",502
"654",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Fusarium graminearum","15-ADON",503
"655",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Fmer","NIV",504
"656",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Fmer","NIV",505
"657",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Fmer","NIV",506
"658",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Fmer","NIV",507
"659",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Fmer","NIV",508
"660",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Fmer","NIV",509
"661",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Fmer","NIV",510
"662",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Fmer","NIV",511
"663",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Fmer","NIV",512
"664",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Fmer","NIV",513
"665",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Fmer","NIV",514
"666",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Fmer","NIV",515
"667",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Fmer","NIV",516
"668",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Fmer","NIV",517
"669",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Fmer","NIV",518
"670",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Fmer","NIV",519
"671",NA,2011,"Roncador","PR",-24.60277778,-52.275,NA,NA,NA,"Fmer","NIV",520
